-1	-1	0.6215552889012488
+1	+1	0.7506685498161343
+1	+1	0.8276971142272288
-1	-1	0.5829417452564707
+1	+1	0.7585036436704287
-1	-1	0.8884668717577441
+1	+1	0.54847343900075
+1	+1	0.9968614554293195
+1	+1	0.7879974077098256
-1	-1	0.6715776486379413
-1	-1	0.9418702674822801
+1	+1	0.9992873678738863
-1	-1	0.9990865429795177
+1	+1	0.8209625217447447
-1	-1	0.9563882298138849
+1	+1	0.7120689822169042
+1	-1	0.9361460712650722
-1	-1	0.982778954829149
-1	-1	0.5429061522432561
+1	+1	0.6063052558896056
+1	+1	0.9871026294823257
+1	+1	0.9241944376066683
-1	-1	0.6418959129383132
-1	-1	0.9708787310184015
-1	-1	0.8513817558823807
+1	+1	0.9891660016759276
-1	-1	0.9762372540463776
-1	-1	0.7999821571057755
-1	-1	0.9474153014333402
+1	+1	0.7456194501289906
+1	+1	0.8794446672210635
+1	+1	0.9998361985844951
+1	-1	0.7158150184283814
-1	-1	0.6386999978523553
-1	-1	0.5375218986831902
+1	+1	0.9218591267440185
+1	+1	0.9615461969683912
+1	+1	0.9666299263738284
-1	+1	0.5817127089253865
-1	-1	0.9035163823801042
+1	+1	0.6669628390907331
-1	+1	0.6723158220984464
+1	+1	0.9712996658310523
-1	-1	0.9795608459734517
+1	+1	0.6399549239520869
+1	+1	0.8090021280494063
-1	-1	0.9786773281549264
-1	-1	0.9864204699985789
+1	+1	0.9524579855808621
+1	+1	0.9981887910993141
+1	+1	0.995101655475637
-1	-1	0.9162784715457118
+1	+1	0.9873235862527243
-1	-1	0.6636679013174843
-1	-1	0.8325094307425001
+1	+1	0.9897780598486787
+1	+1	0.9459219565076844
-1	-1	0.9890280187906366
-1	-1	0.5192695223969654
-1	-1	0.9519774123568748
-1	-1	0.9498059972408387
-1	-1	0.9759601452864374
-1	-1	0.6460290856092148
-1	-1	0.9966356735915788
+1	+1	0.8608341839274618
-1	-1	0.994903382953047
-1	-1	0.9317054980399306
+1	-1	0.5848051456366627
+1	+1	0.5008016859545756
-1	-1	0.9615989367358119
+1	+1	0.5301878154885318
-1	-1	0.6146096679490647
-1	-1	0.8106249969350429
-1	-1	0.5043242251127258
+1	+1	0.7920094992028359
-1	-1	0.8743522490612237
-1	-1	0.9983326295857606
+1	+1	0.9928403276221828
-1	-1	0.94407019604054
-1	+1	0.5568988275981109
-1	-1	0.6905988922568138
-1	-1	0.9327610598596823
-1	+1	0.627390758412034
-1	-1	0.8103765786427952
-1	-1	0.9476388530428708
+1	+1	0.987515892301966
-1	-1	0.9972395053590857
+1	+1	0.8921781866401187
-1	-1	0.998278562270997
-1	+1	0.8507621153710028
+1	+1	0.9993825626848236
+1	+1	0.9978364233141561
+1	+1	0.6488029269764063
+1	+1	0.9733374629472274
-1	-1	0.9736946892351867
-1	-1	0.976659483165459
-1	-1	0.816430831801837
+1	+1	0.8388346363305055
